브랜드,시즌,스타일,중분류,아이템명,PO,TAG,수량,TAG_총금액,TAG_USD금액(전년환율),원가견적번호,발주통화,제조업체,견적서제출일자,(USD)_원자재,(USD)_아트웍,(USD)_부자재,(USD)_택/라벨,(USD) 공임,(USD)본사공급자재,(USD)_정상마진,(USD)_경비,(KRW)_원자재,(KRW)_아트웍,(KRW)_부자재,(KRW)_택/라벨,(KRW)_공임,(KRW)본사공급자재,(KRW)_정상마진,(KRW)_경비,USD_재료계(원/부/택/본공)_총금액(단가×수량),USD_아트웍_총금액(단가×수량),USD_공임_총금액(단가×수량),USD_정상마진_총금액(단가×수량),USD_경비_총금액(단가×수량),KRW_재료계(원/부/택/본공)_총금액(단가×수량),KRW_아트웍_총금액(단가×수량),KRW_공임_총금액(단가×수량),KRW_정상마진_총금액(단가×수량),KRW_경비_총금액(단가×수량),입고수량,최초입고일,최종입고일
I,전년(25N),7ACPVT15N,Headwear,운동모,7ACPVT15NC0001,39000,2988,116532000,88116.26640856573,CQ241001014,KRW,㈜유풍,2024-10-18,1251.9459500332707,1290.9754400822696,1051.7947190127638,348.26314197568206,2001.5123102050693,0.037807755126731596,839.6344141310266,228.1724033633779,1251.0,1290.0,1051.0,348.0,2000.0,50.0,839.0,228.0,7924300.356905208,3857434.6149658216,5980518.782892747,2508827.6294235075,681779.1412497732,8067600.0,3854520.0,5976000.0,2506932.0,681264.0,2988,2024-11-12,2024-11-12
I,전년(25N),7ACPVT15N,Headwear,운동모,7ACPVT15NK0001,39000,2750,107250000,81097.63474683928,CQ241001013,KRW,㈜유풍,2024-10-18,1251.9459500332707,1290.9754400822696,1051.7947190127638,348.26314197568206,2001.5123102050693,0.037807755126731596,839.6344141310266,228.1724033633779,1251.0,1290.0,1051.0,348.0,2000.0,50.0,839.0,228.0,7293114.45163632,3550182.4602262415,5504158.85306394,2308994.638860323,627474.1092492893,7425000.0,3547500.0,5500000.0,2307250.0,627000.0,2750,2024-11-18,2024-11-27
I,전년(25N),7ACPVT35N,Headwear,운동모,7ACPVT35NK0001,39000,980,38220000,28900.24801887363,CQ241001000,KRW,㈜유풍,2024-10-18,1259.9519992740911,995.7523743270219,964.7289335188434,317.2397011675035,2101.587925715323,0.037807755126731596,798.6034117718226,296.22382191035024,1259.0,995.0,964.0,317.0,2100.0,50.0,798.0,296.0,2491119.2728812536,975837.3268404815,2059556.1672010163,782631.3435363861,290299.34547214326,2538200.0,975100.0,2058000.0,782040.0,290080.0,980,2024-11-08,2024-11-08
I,전년(25N),7ACPVT55N,Headwear,운동모,7ACPVT55NK0001,39000,1170,45630000,34503.35732865526,CQ241001648,KRW,주식회사 이든메이드,2024-10-26,1280.9678785312444,1676.2665597967455,1859.4049361805094,325.2457504083238,2301.7391567358295,0.037807755126731596,1074.8121105801222,189.14291331437906,1280.0,1675.0,1858.0,325.0,2300.0,50.0,1074.0,189.0,4054817.9562639887,1961231.8749621923,2693034.813380921,1257530.169378743,221297.20857782348,4110210.0,1959750.0,2691000.0,1256580.0,221130.0,1019,2024-11-28,2024-11-28
I,전년(25N),7ACPVT65N,Headwear,운동모,7ACPVT65NK0001,43000,1040,44720000,33815.256185348735,CQ241001508,KRW,㈜유풍,2024-10-24,1616.2211904905935,1510.1410380497248,1041.7871574617386,317.2397011675035,2301.7391567358295,0.037807755126731596,970.7334704494585,443.33497671042284,1615.0,1509.0,1041.0,317.0,2300.0,50.0,970.0,443.0,3094297.291149961,1570546.6795717138,2393808.7230052627,1009562.809267437,461068.37577883975,3143920.0,1569360.0,2392000.0,1008800.0,460720.0,1020,2024-11-27,2024-11-27
I,전년(25N),7ACRB025N,Bag,크로스백,7ACRB025NK0001,59000,1600,94400000,71381.04167926926,CQ240900229,KRW,(주)케이앤씨인터내셔날,2024-09-11,979.7402758453815,1401.0586171435484,3913.957322606013,290.21928497973505,3002.268465307604,0.037807755126731596,1395.0540802129333,523.3954691186256,979.0,1400.0,3911.0,290.0,3000.0,50.0,1394.0,523.0,8294327.50589801,2241693.787429678,4803629.5444921665,2232086.528340693,837432.750589801,8368000.0,2240000.0,4800000.0,2230400.0,836800.0,1600,2024-10-04,2024-10-15
I,전년(25N),7ACRB025N,Bag,크로스백,7ACRB025NK0002,59000,33,1947000,1472.2339846349282,CQ240900230,KRW,(주)케이앤씨인터내셔날,2024-09-11,979.7402758453815,1401.0586171435484,3913.957322606013,290.21928497973505,3002.268465307604,0.037807755126731596,1395.0540802129333,523.3954691186256,979.0,1400.0,3911.0,290.0,3000.0,50.0,1394.0,523.0,171070.50480914646,46234.9343657371,99074.85935515093,46036.7846470268,17272.050480914644,172590.0,46200.0,99000.0,46002.0,17259.0,33,2024-10-15,2024-10-15
I,전년(25N),7ACRB035N,Bag,크로스백,7ACRB035NK0001,69000,1200,82800000,62609.64248986752,CQ240900233,KRW,(주)케이앤씨인터내셔날,2024-09-11,3869.9240517815015,1951.4745024499425,4426.3444740185105,290.21928497973505,3502.6465428588713,0.037807755126731596,2062.558435666324,809.6117294779505,3867.0,1950.0,4423.0,290.0,3500.0,50.0,2061.0,809.0,10303830.742241848,2341769.402939931,4203175.851430645,2475070.122799589,971534.0753735406,10356000.0,2340000.0,4200000.0,2473200.0,970800.0,1200,2024-10-04,2024-10-04
I,전년(25N),7ACRB045N,Bag,크로스백,7ACRB045NK0001,89000,1000,89000000,67297.80412558223,CQ240900228,KRW,(주)케이앤씨인터내셔날,2024-09-11,4228.194755308209,2051.550117960196,5459.124826084327,290.21928497973505,4503.4026979614055,0.037807755126731596,2436.841237674672,944.7138104167927,4225.0,2050.0,5455.0,290.0,4500.0,50.0,2435.0,944.0,9977576.674127396,2051550.117960196,4503402.697961406,2436841.2376746717,944713.8104167926,10020000.0,2050000.0,4500000.0,2435000.0,944000.0,1000,2024-10-04,2024-10-15
I,전년(25N),7ACRMD15N,Bag,크로스백,7ACRMD15NK0001,89000,3040,270560000,204585.32454177,CQ240900586,KRW,(주)에스씨인터내셔널,2024-09-27,2441.8450184501844,1250.9451938781683,6113.6193515213845,257.1943318613514,4603.478313471659,0.037807755126731596,2161.6332950214746,834.6306333555139,2440.0,1250.0,6109.0,257.0,4600.0,50.0,2160.0,834.0,26790597.38914766,3802873.389389632,13994574.072953844,6571365.216865283,2537277.125400762,26922240.0,3800000.0,13984000.0,6566400.0,2535360.0,3040,2024-10-18,2024-11-05
