브랜드,시즌,스타일,중분류,아이템명,PO,TAG,수량,TAG_총금액,TAG_USD금액(전년환율),원가견적번호,발주통화,제조업체,견적서제출일자,(USD)_원자재,(USD)_아트웍,(USD)_부자재,(USD)_택/라벨,(USD) 공임,(USD)본사공급자재,(USD)_정상마진,(USD)_경비,(KRW)_원자재,(KRW)_아트웍,(KRW)_부자재,(KRW)_택/라벨,(KRW)_공임,(KRW)본사공급자재,(KRW)_정상마진,(KRW)_경비,USD_재료계(원/부/택/본공)_총금액(단가×수량),USD_아트웍_총금액(단가×수량),USD_공임_총금액(단가×수량),USD_정상마진_총금액(단가×수량),USD_경비_총금액(단가×수량),KRW_재료계(원/부/택/본공)_총금액(단가×수량),KRW_아트웍_총금액(단가×수량),KRW_공임_총금액(단가×수량),KRW_정상마진_총금액(단가×수량),KRW_경비_총금액(단가×수량)
I,26S,7ACP66063,Headwear,운동모,7ACP66063C0001,43000,1313,56459000,41118.20783779651,CQ250900156,KRW,㈜유풍,2025-09-01,1.062471897074395,1.0501428716475931,0.5685856432125089,0.24658050853603702,1.486735419114341,0.03626183949059368,0.6251541128178351,0.10588457131253355,1465.0,1448.0,784.0,340.0,2050.0,50.0,862.0,146.0,2512.9505533556708,1378.8375904732898,1952.0836052971297,820.8273501298174,139.02644213335654,3465007.0,1901224.0,2691650.0,1131806.0,191698.0
I,26S,7ACP66063,Headwear,운동모,7ACP66063K0001,43000,3120,134160000,97706.63248585309,CQ250900155,KRW,㈜유풍,2025-09-01,1.062471897074395,1.0501428716475931,0.5685856432125089,0.24658050853603702,1.486735419114341,0.03626183949059368,0.6251541128178351,0.10588457131253355,1465.0,1448.0,784.0,340.0,2050.0,50.0,862.0,146.0,5971.3676515382285,3276.4457595404906,4638.614507636744,1950.4808319916453,330.35986249510466,8233680.0,4517760.0,6396000.0,2689440.0,455520.0
I,26S,7ACP77063,Headwear,운동모,7ACP77063C0001,43000,1060,45580000,33195.20206250137,CQ250900154,KRW,㈜유풍,2025-09-01,1.0515933452272168,0.6287802967668944,0.5685856432125089,0.24658050853603702,1.4794830512162223,0.03626183949059368,0.5591575649449546,0.10588457131253355,1450.0,867.0,784.0,340.0,2040.0,50.0,771.0,146.0,2017.2026166543378,666.5071145729081,1568.2520342891955,592.7070188416519,112.23764559128557,2781440.0,919020.0,2162400.0,817260.0,154760.0
I,26S,7ACP77063,Headwear,운동모,7ACP77063K0001,43000,5000,215000000,156581.14180425173,CQ250900153,KRW,㈜유풍,2025-09-01,1.0515933452272168,0.6287802967668944,0.5685856432125089,0.24658050853603702,1.4794830512162223,0.03626183949059368,0.5591575649449546,0.10588457131253355,1450.0,867.0,784.0,340.0,2040.0,50.0,771.0,146.0,9515.106682331783,3143.901483834472,7397.415256081112,2795.787824724773,529.4228565626678,13120000.0,4335000.0,10200000.0,3855000.0,730000.0
I,26S,7ACPB0163,Headwear,운동모,7ACPB0163C0001,53000,1322,70066000,51027.97340305443,CQ250900110,KRW,㈜유풍,2025-09-01,0.8971179089972877,0.4068578390844611,1.2343530162598089,0.24658050853603702,1.5229972586049345,0.03626183949059368,0.6091989034419738,0.2690628490202051,1237.0,561.0,1702.0,340.0,2100.0,50.0,840.0,371.0,3191.7221472810875,537.8660632696576,2013.4023758757235,805.3609503502894,355.70108640471113,4400938.0,741642.0,2776200.0,1110480.0,490462.0
I,26S,7ACPB0163,Headwear,운동모,7ACPB0163K0001,53000,3580,189740000,138184.67835320337,CQ250900111,KRW,㈜유풍,2025-09-01,0.8971179089972877,0.4068578390844611,1.2343530162598089,0.24658050853603702,1.5229972586049345,0.03626183949059368,0.6091989034419738,0.2690628490202051,1237.0,561.0,1702.0,340.0,2100.0,50.0,840.0,371.0,8643.241518355744,1456.5510639223708,5452.330185805666,2180.932074322266,963.2449994923343,11917820.0,2008380.0,7518000.0,3007200.0,1328180.0
I,26S,7ACPB0263,Headwear,운동모,7ACPB0263K0001,49000,2120,103880000,75654.18144477055,CQ250900160,KRW,㈜유풍,2025-09-01,0.9319292749082576,2.182237500543928,0.5685856432125089,0.24658050853603702,1.5229972586049345,0.03626183949059368,0.7810800226273878,0.2951713734534326,1285.0,3009.0,784.0,340.0,2100.0,50.0,1077.0,407.0,3780.7174042324823,4626.343501153127,3228.754188242461,1655.8896479700622,625.7633117212771,5213080.0,6379080.0,4452000.0,2283240.0,862840.0
I,26S,7ACPB0363,Headwear,운동모,7ACPB0363K0001,49000,3000,147000000,107057.8039312791,CQ250900159,KRW,㈜유풍,2025-09-01,0.9935744020422669,0.8434503865512091,0.5330490405117271,0.24658050853603702,1.7405682955484967,0.03626183949059368,0.6164512713400926,0.826044703595724,1370.0,1163.0,735.0,340.0,2400.0,50.0,850.0,1139.0,5428.397371741874,2530.3511596536273,5221.70488664549,1849.3538140202777,2478.134110787172,7485000.0,3489000.0,7200000.0,2550000.0,3417000.0
I,26S,7ACPB0463,Headwear,운동모,7ACPB0463K0001,53000,2160,114480000,83373.9958779104,CQ250900158,KRW,㈜유풍,2025-09-01,1.0718999753419491,1.7753796614594666,0.5685856432125089,0.24658050853603702,1.5229972586049345,0.03626183949059368,0.7411919991877348,0.3800240778614218,1478.0,2448.0,784.0,340.0,2100.0,50.0,1022.0,524.0,4154.388407815152,3834.8200687524477,3289.6740785866587,1600.9747182455071,820.8520081806711,5728320.0,5287680.0,4536000.0,2207520.0,1131840.0
I,26S,7ACPB0963,Headwear,운동모,7ACPB0963K0001,49000,1200,58800000,42823.121572511634,CQ250900157,KRW,㈜유풍,2025-09-01,1.2401549105783038,0.8876898307297333,0.5685856432125089,0.24658050853603702,1.5229972586049345,0.03626183949059368,0.6331317175057657,1.210420202196017,1710.0,1224.0,784.0,340.0,2100.0,50.0,873.0,1669.0,2509.8994821809324,1065.22779687568,1827.5967103259213,759.7580610069189,1452.5042426352204,3460800.0,1468800.0,2520000.0,1047600.0,2002800.0
