중분류,아이템명,제조업체,24F_정상마진율(%),25F_정상마진율(%),정상마진율_차이(%p)
Outer,방수자켓,(주)신한어패럴,15.000102583040972,14.998306096439576,-0.0017964866013961
Outer,방풍자켓,(주)기도산업,14.99846815828209,14.70366175826227,-0.2948064000198211
Outer,방풍자켓,(주)포마트코퍼레이션,14.999980620010074,14.090977886343238,-0.9090027336668368
Outer,방풍자켓,"ITOCHU TEXTILE(CHINA)CO.,LTD.",0.0,14.999941358976391,0.0
Outer,방풍자켓,주)무브 플러스,14.999928160403451,0.0,0.0
Outer,방풍자켓,티피나디아(주),14.99997172012906,15.000092576183008,0.0001208560539467
Outer,점퍼,(주)기도산업,15.000132888038316,0.0,0.0
Outer,점퍼,"ITOCHU TEXTILE(CHINA)CO.,LTD.",14.9999505524804,15.000040219471352,8.966699095225295e-05
Outer,점퍼,㈜노브랜드,14.999951044176214,15.000064744321714,0.0001137001454996
Outer,점퍼,주)무브 플러스,14.99999143047209,14.999939197351727,-5.2233120360511975e-05
Outer,점퍼,티피나디아(주),0.0,15.00002452490204,0.0
Outer,진자켓,"HONGKONG KING TIDE FASHION CO.,LIMITED",15.000138146107266,15.089344758094445,0.0892066119871781
Outer,진자켓,"Hongying garment CO., LTD",15.000867733553733,14.99998089306772,-0.0008868404860127
Outer,진자켓,주식회사 에이엠지엠브이,14.99998324508294,0.0,0.0
Outer,패딩,(주)기도산업,15.000067989892765,0.0,0.0
Outer,패딩,티피나디아(주),14.999891939399616,14.99991475868183,2.281928221492535e-05
Outer,폴라폴리스점퍼,(주)팬코,0.0,6.999767062660143,0.0
Outer,폴라폴리스점퍼,"ITOCHU TEXTILE(CHINA)CO.,LTD.",15.000113947994134,15.000013452800156,-0.0001004951939762
Outer,폴라폴리스점퍼,주식회사 에이스코리아,14.999968016637498,14.999860148797543,-0.0001078678399526
Outer,폴라폴리스점퍼,티피나디아(주),14.999876912936672,0.0,0.0
Outer,[소계],,13.524389147093196,14.067591953882765,0.5432028067895693
